user,median_score,mean_score,score_std,label,median_compound,mean_compound,compound_std,emoji,hash,hash_median,hash_std,url,url_median,url_std,trump,trump_median,trump_std
0dwovd7nj6yg9m795ng2c629me0ccmrh,0.015777715016156435,0.06399668914265931,0.15020697639521802,0,0.0,-0.09085200000000004,0.48422379154579953,0.0,0.19,0,0.44255913261233887,0.8,1.0,0.4264014327112209,0.0,0,0.0
0ibi364m7i7l01xi4xqafyathrmrrnll,0.629282683134079,0.5512198516912759,0.33181138958585493,1,-0.44015,-0.2841569999999999,0.4697078634866699,0.0,1.06,1,1.2777821695137528,0.61,1.0,0.584220105194208,0.12,0,0.40898988651643614
1s9ak9epkejejdgy99kuix4gqbxpjrf3,0.8261684775352478,0.7441334258764982,0.25304776447240446,1,-0.05135,-0.18135400000000002,0.36763834623200287,0.0,0.0,0,0.0,1.36,1.0,0.4824181513244218,0.12,0,0.3265986323710905
4t3jsm3ghdjuqa2b96xvgt5jnqf083qr,0.7525618970394135,0.6598945833928883,0.29882517986516527,1,0.0,0.06071599999999999,0.35208091463253854,0.0,0.0,0,0.0,1.0,1.0,0.0,0.04,0,0.19694638556693236
526gs9dqx6wissrl3meyisg9i6th6avn,0.06090961769223214,0.14410821083933115,0.20931435450677083,0,0.0,0.0627,0.42167699232776024,0.0,0.46,0,0.6730002176294541,0.98,1.0,0.19999999999999998,0.0,0,0.0
5hmfbulj8wbmeu51d8k62shniptu9zw3,0.9388491809368134,0.821125412620604,0.23248580330483076,0,0.0,0.05670299999999999,0.4013543668239912,0.14,0.42,0,1.4851453011933098,1.13,1.0,0.3932511470376973,0.0,0,0.0
6irbe1g2e6r0l4mbciguimc802h970f5,0.692453533411026,0.6380524505674839,0.2485965862383329,0,0.0,0.04445100000000001,0.24048575358169888,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0,0.0
6vh79p7uyqrk49m5qpq238x8qx2wh2mf,0.8781699240207672,0.7887606255710125,0.2200150162157597,0,0.0,-0.12554399999999993,0.38130463822953103,0.0,0.01,0,0.09999999999999999,1.0,1.0,0.24618298195866553,0.07,0,0.2564323999762428
7l4pmmmbgv9sacq4p9lv7visshvd4byx,0.8634571731090546,0.8102788582444191,0.17638578109612674,1,0.0,0.04227,0.3986473235654024,0.0,0.69,0,0.9815983667138781,1.0,1.0,0.0,0.04,0,0.19694638556693236
7ydtinx0awda0x0mpyu1lwdh0n11oek0,0.8327733278274536,0.7232995188981295,0.2686285169795003,1,0.0,0.07986400000000002,0.26499007357814275,0.0,0.0,0,0.0,1.37,1.0,0.525222415609412,0.0,0,0.0
