user,median_score,mean_score,score_std,label,median_compound,mean_compound,compound_std,emoji,hash,hash_median,hash_std,url,url_median,url_std,trump,trump_median,trump_std
20jdn2f6l8qd73yj6y2kppbc798xstql,0.47019200026988983,0.48418016754090787,0.3053012486335475,0,0.0386,0.24810400000000007,0.30080051677636677,0.0,0.0,0,0.0,1.0,1,0.0,0.0,0,0.0
3sdc75b10yx0ixbpda40ckfhpc8d2u8q,0.1422250047326088,0.2707807774282992,0.2684068305693998,0,0.0,0.21934600000000007,0.3356817328086444,0.0,0.0,0,0.0,1.9,2,0.3333333333333333,0.0,0,0.0
4cq8dft243l5gj49pxm7iswe2bwjftxd,0.34420475363731384,0.3957129511795938,0.2531461079079875,1,0.0,-0.09860499999999998,0.366039215588282,0.38,1.92,2,1.060588744447387,0.78,1,0.41633319989322654,0.05,0,0.21904291355759034
4cr6a8eebr9sa7fcv6vgqbmdg4l033v2,0.5945125222206116,0.52760995763354,0.2590851040416794,0,0.0,0.12677100000000002,0.47163749589525145,0.0,0.0,0,0.0,1.01,1,0.09999999999999999,0.0,0,0.0
4i1i9kgfahbizuk4rlrrqlh5tppd34zt,0.10980870202183723,0.1904218365671113,0.20646918118424243,0,0.5719,0.47557099999999997,0.40750497308609496,0.86,0.71,0,1.0179698552818872,0.53,1,0.5213618530523514,0.0,0,0.0
6rbqri4fyu77yr9yxtc3r5x7hti49u53,0.02842833008617162,0.10661055168136954,0.17873047404205675,0,0.4019,0.308382,0.3851840471486037,0.02,0.06,0,0.23868325657594203,1.69,2,0.4648231987117316,0.0,0,0.0
9ybweq2c9bw3whelacik3uxbnba9yj1i,0.54133540391922,0.5100283840112388,0.23701494357030997,0,0.0,0.04740899999999997,0.43551871130639125,0.0,0.02,0,0.1407052941362897,2.0,2,0.0,0.0,0,0.0
a8w5juro2x4fbxo7bnwztfz0i8e61k9k,0.8096905052661896,0.7557111581414938,0.1840331774546753,1,0.0,0.080411,0.45787409011979524,0.0,0.0,0,0.0,0.98,1,0.14070529413628968,0.06,0,0.23868325657594203
ae4d8z4xa1zpaex8je25anuz7k3vavzc,0.7183338701725006,0.6390234532579779,0.2415050399580682,0,0.0,0.17792100000000002,0.2959270713786548,0.0,0.0,0,0.0,1.57,2,0.497569851956243,0.0,0,0.0
cz3s8ini8iyrb8uz8x4a32z8bnsmvol5,0.30809836089611053,0.341452335268259,0.23602199043117134,0,0.0,-0.014530000000000008,0.3565193863288262,0.11,0.73,1,0.7766152928775696,0.32,0,0.46882617226215056,0.0,0,0.0
