user,twitters,truth,fake_score
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# HARRY POTTER ~ HALF-BLOOD PRINCE HERMIONE STAIRS 27x39 MOVIE POSTER ... #URL# #URL#,0,0.9843856692314148
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Star Citizen 2.5 - 4K Money time #URL# #URL#,0,0.8486365079879761
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Easter cupcake #URL# #URL#,0,0.8667189478874207
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# [Idol Star Athletics Championship] 아이돌스타 선수권대회 2부 - 'Idol Girl group ... #URL# #URL#,0,0.988304853439331
1nmrlqpzwa5z7pd36zy28qug14gue00t,5x08 Scene #HASHTAG# Previously Unaired Christmas,0,0.09797117859125137
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Ben Affleck's Son Had The Best Superhero Party Ever - The Graham ... #URL# #URL#,0,0.9497105479240417
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Jennifer Aniston: MOTHER'S DAY #URL# #URL#,0,0.7801957130432129
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# HANNAH MONTANA MILEY CYRUS Lamp light #URL# #URL#,0,0.9727722406387329
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Harry Potter and the Half-Blood Prince FuLL'MoViE (2009) #URL# #URL#,0,0.24686549603939056
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Harry Potter and the Half-Blood Prince in Black and White #URL# #URL#,0,0.8755514025688171
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Dragonball Z Abridged MUSIC: GRAB A BOWL - (A Dragon Soul Song ... #URL# #URL#,0,0.9730281233787537
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Lamar Odom almost dead Kardashians see opportunity to exploit #URL# #URL#,0,0.8991981744766235
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Famous Person #URL# #URL#,0,0.6511337757110596
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Best Singer Ever #URL# #URL#,0,0.7680152058601379
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Kubo and the Two Strings Featurette - Crafting an Epic (2016) - ... #URL# #URL#,0,0.9331964254379272
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Reaction Video - Star Citizen Sneak Peak (FPS) 9/16/16 #URL# #URL#,0,0.93580162525177
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Julia Louis-Dreyfus Makes History With Her Best Actress #URL# #URL#,0,0.9278881549835205
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Watch Harry Potter and the Half-Blood Prince Full Movie free good ... #URL# #URL#,0,0.9418256878852844
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# best punjabi song singer #URL# #URL#,0,0.944151759147644
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# LEGO Harry Potter and the Half Blood Prince FULL MOVIE All ... #URL# #URL#,0,0.9702430367469788
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Charlize Theron 8x10 Glossy Photo Print #HASHTAG# #URL# #URL#,0,0.04210379347205162
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# JESSICA ALBA 13TH AUGUST SNAPCHAT STORY #URL# #URL#,0,0.8935714364051819
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# 9 Most Awkward Award Show Moments of 2015 #URL# #URL#,0,0.20382842421531677
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Bear's Den - Agape by Wandering Sons - busking in Glasgow #URL# #URL#,0,0.4435022473335266
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Kenshiro Epic-Badass Moments Compilation #URL# #URL#,0,0.8388345241546631
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# THE REAL RUNNING MAN CHALLENGE - J.D. Witherspoon(Reaction) #URL# #URL#,0,0.9628296494483948
1nmrlqpzwa5z7pd36zy28qug14gue00t,#HASHTAG# #HASHTAG# Birthday Greet Messages to our PM from famous peoples - Twitter #URL# #URL#,0,0.787407636642456
