user,twitters,truth,fake_score
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: This Epstein child rape scandal should have ended his close friend Donald Trump's chances of ever becoming President even…,0,0.2707171142101288
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# The only difference is he says what they believe.,0,0.555401623249054
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Hope Hicks rarely gets any of the criticism of her peers in the Trump orbit but she was, clearly, intricately involved in the…",0,0.29663416743278503
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: ""You know I'm automatically attracted to beautiful—I just start kissing them. It's like a magnet. Just kiss. I don't eve…",0,0.06495536118745804
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# #USER# Holocaust?  You better work on your train of thought,0,0.05455796420574188
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Mueller said none of those things and went out of his way to state that he did not find ""no obstruction"" and that he d…",0,0.28615397214889526
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: Main takeaway: There won’t be any impeachment hearings. #URL#,0,0.26143142580986023
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Since mid-April, Fox News paid contributor Ken Starr has appeared on the network 32 times.  He's been asked about his pe…",0,0.08635100722312927
r3fup9twcc1b22vl23ry2npckwl437xo,"My week on Twitter 🎉: 1 Mention, 1 New Follower, 1 Reply. See yours with #URL# #URL#",0,0.015187487937510014
r3fup9twcc1b22vl23ry2npckwl437xo,This is why I don't want people over 70 running for president #URL#,0,0.3787320852279663
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: After last night’s appalling rally, it would be a genuine act of patriotism for Republican elected officials today to deno…",0,0.15320439636707306
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: I’ve been wondering why the video of the VP and senators at the border is so disconcerting. Is it that they enter, gaze at…",0,0.2157387137413025
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire…",0,0.08284462988376617
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: #USER# Prosecutor: We're not talking about women, Mr. Dershowitz. I asked about *girls under the age of consent"".…",0,0.16082602739334106
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Mike Pence's Version of Matthew 25:35-40:  ""For I was hungry and you OBSERVED me, I was thirsty and you OBSERVED me, I was…",0,0.0181508120149374
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# Talk to me when you move out of my basement,0,0.16283810138702393
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: One of my favorite hobbies these past few months has been watching Conservatives attack AOC by telling us the only way…,0,0.31631651520729065
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: #USER# #USER# I think being able to have sex with trump, without vomiting is an amazing skill.",0,0.1949617564678192
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# what's one half of this #URL#,0,0.5768622159957886
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# #USER# #USER# #USER# Would they take them back???????,0,0.10220866650342941
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: Florida sheriff investigates Jeffrey Epstein's controversial work-release during jail sentence #URL#,0,0.613797128200531
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: Judge denies Jeffrey Epstein bail in child sex trafficking case #URL#,0,0.28020164370536804
r3fup9twcc1b22vl23ry2npckwl437xo,The obvious answer is yes #URL#,0,0.6708303093910217
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: #USER# was born in New York. #USER# was born in Michigan. #USER# was born in Ohio. #USER# is a naturalized…,0,0.01788029633462429
r3fup9twcc1b22vl23ry2npckwl437xo,"My week on Twitter 🎉: 1 Mention, 1 Reply. See yours with #URL# #URL#",0,0.01998860575258732
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: The New York Times is reporting that President Trump hosted a party in Palm Beach, Florida in 1992 with just Jeffrey Epstein and…",0,0.2028651386499405
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: #USER# I remember when you said Papadopoulos was a “young, low level volunteer named George, who has already…",0,0.04706728458404541
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: I miss #USER# even day.  I miss his intelligence, class, and compassion.  Who else misses #HASHTAG# ? #URL#…",0,0.01875087432563305
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Dear Trumpublicans, if you’re planning on going Ninja Warrior on Robert Mueller, remember, Mueller served our country. He w…",0,0.32792553305625916
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: From the ⁦#USER#:⁩ Frustration was expressed by staffers in the White House that by going so far in his tweets, Tr…",0,0.2202107012271881
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: UPDATE: George Nader has been charged with having sex with a 14-year-old boy he allegedly transported to the U.S. from E…,0,0.11384842544794083
r3fup9twcc1b22vl23ry2npckwl437xo,My week on Twitter 🎉: 1 Like. See yours with #URL# #URL#,0,0.03292624652385712
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: Americans rank Barack Obama as best president of their lifetimes: Poll - ABC News -  via #USER# #URL#,0,0.020844850689172745
