user,twitters,truth,fake_score
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: People don’t think La Liga players try to kick Messi? 🤣 Did you miss the CL final when peak Vidic &amp; Rio tried to assault him and…,0,0.2484450489282608
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"This dunk contest, Gordon had the crazier dunks but Zach Levine won. Both were super but I feel Gordon was on a dif… #URL#",0,0.507188081741333
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: 2016: Three straight 50s after the first round, lost on the second dunk-off.  2020: Five straight 50s, lost on the second du…",0,0.13251961767673492
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: The greatest CL performance of all time  #URL#,0,0.4998582899570465
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: D Wade gave Dwight Howard a 10 for an alley oop and Aaron Gordon a 9 for jumping over Tacko Fall  I’m so mad #HASHTAG#…,0,0.20022177696228027
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: watching Aaron Gordon get robbed from being the slam dunk champ not once, but twice",0,0.24309208989143372
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,Another pressure come town #HASHTAG# #URL#,0,0.06176086142659187
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Burna Boy saying he is the best since Fela is fine but downplaying others who took Afrobeats to the international scene by…,0,0.04282023385167122
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: this is why u dont joke with women, they dont understand principle of equivalent exchange.",0,0.6147106289863586
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: This is one of the most disrespectful videos on Twitter. So many careers ended. 😱 #URL#,0,0.2535649240016937
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: Let me break it down! advances are usually paid to an artist, songwriter, producer, against their future earnings! It can…",0,0.1794401854276657
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,#USER# Flawless Victory😂😂😂 Herrh this is a total knockout 🤙,0,0.46250879764556885
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,#USER# This just made my night 😂😂😂😂😂😂,0,0.04996223375201225
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Why are you guys not talking about the first leg?? 🤡 #URL#,0,0.39283233880996704
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: Kwame Nkrumah married Fathia Halen Ritzk at the Chrsitianborg Castle On 30 Dec 1957, shortly after Ghana achieved its i…",0,0.1038677841424942
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Danny Ings levels against his former club‼️  1️⃣5️⃣ PREM GOALS FOR THE SEASON! ⚽️   #HASHTAG# I #HASHTAG# #HASHTAG#   #URL#…,0,0.03228149190545082
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Congratulations to the newly wedded couple Mr. and Mrs. Osei Asante #HASHTAG# #URL#,0,0.00748912850394845
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: at least we get to watch Aaron Gordon‘s one-handed 360 windmill off of Markelle Fultz’ lob off the side of the backboard o…,0,0.3343956172466278
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,#USER# Dey der err. Woman sef dey fi give pressure to do certain things that dey exceed your carrying capacity.,0,0.2762477397918701
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Extraordinary Things that no any other footballer can think of doing these.  Only 1. Lionel Messi.  1. Hattrick of assist…,0,0.05956602469086647
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: When you realize Aaron Gordon may have gotten robbed twice in the dunk contest. 😂 #URL#,0,0.10782424360513687
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,#USER# Burna Boy no be artist den I dey listen waaa. I only paid attention to him last year so most of en songs… #URL#,0,0.13936233520507812
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Once again Aaron Gordon gets robbed. #URL#,0,0.6005159616470337
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Aaron Gordon says he won't do the dunk contest again:   “I feel like I should have 2 trophies” #HASHTAG#  #URL#…,0,0.2225790172815323
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: 🇸🇳 It's time to bring back this incredible video. ""Sadio Mane is the best player in the world""   The greatest interview in…",0,0.1145830899477005
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: Messi vs Bayern UCL semifinal, one of the most iconic performances of Messi’s illustrious career #URL#",0,0.36238500475883484
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: My playmaker. 💪 #URL#,0,0.3539639413356781
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,#USER# A couple of artists do sample and it's cool however you will have to see the owners if you don't want to have copyright issues....,0,0.1510206013917923
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,Love is in the air!!❤ #URL#,0,0.11788839101791382
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,Buffon grow ooo but the guy dey make killer saves.,0,0.51456218957901
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: #USER# Club's top players  Liverpool Most goals: Salah Most assists: Alexander-Arnold Most chances created: Alexander-Ar…,0,0.04081779345870018
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Despite’s 1st Son Kennedy Osei Is Getting Married Today; Look At The Groomsmen And The Luxury Cars They Are Riding In .. ht…,0,0.03647560253739357
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,I like this guy's style. Forrrkkk🔥🔥🔥 The lyrics de3 allo but his style be wild. UNIQUE🥂 Gyampanturudu🤘🤙 #URL#,0,0.02586602419614792
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Another one .. dada don is working 😹😹😹 ⚽️⚽️❤️💛 #USER# #USER# #URL#,0,0.07429830729961395
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: The big Boys are in town #HASHTAG# #URL#,0,0.14878427982330322
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,#USER# #USER# 😂😂😂😂😂 Herrh this one weak me ei ei ei,0,0.408430278301239
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: Messi, Xavi and iniesta against United midfield in the 2011 UCL final #URL#",0,0.2772196829319
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: AAAAAAACCCRRAAAAAAAAAAAAA #HASHTAG# We are going for our bride with a convoy of antiques followed by super cars 😅😅 https://…,0,0.24690775573253632
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"RT #USER#: Video of when Drone brought the Rings to Dr. Kwame Despite’s Son, Kennedy Osei And Tracy's White Wedding .#HASHTAG# http…",0,0.02489657513797283
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,Aaron Gordon should have won the Slam Dunk Contest. That guy has unique dunks. Cheated once again. I feel sad for him.,0,0.6306444406509399
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,"Osei Kwame Despite en kiddie, Kennedy Osei bring Pressure for town. No be small stress your girlfriends dey come stress you.  #HASHTAG#",0,0.07288186997175217
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: Video pops up of when a man of God prophesied to Tracy that her wedding will be a big. Tomorrow we are all flooding his chu…,0,0.2424696981906891
4kgofb9pvi5pyjxjzjrplrgqj99njn2c,RT #USER#: #HASHTAG# .....Money talked and these cars listened 🙌🏾🙌🏾🙌🏾 #URL#,0,0.7484935522079468
