user,twitters,truth,fake_score,emotion_score,emoji,hash,trump,url
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: This Epstein child rape scandal should have ended his close friend Donald Trump's chances of ever becoming President even…,0,0.2707171142101288,-0.5574,0,0,1,0
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# The only difference is he says what they believe.,0,0.555401623249054,0.0,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Hope Hicks rarely gets any of the criticism of her peers in the Trump orbit but she was, clearly, intricately involved in the…",0,0.29663416743278503,0.5499,0,0,1,0
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: ""You know I'm automatically attracted to beautiful—I just start kissing them. It's like a magnet. Just kiss. I don't eve…",0,0.06495536118745804,0.8957,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,#USER# #USER# Holocaust?  You better work on your train of thought,0,0.05455796420574188,0.4404,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Mueller said none of those things and went out of his way to state that he did not find ""no obstruction"" and that he d…",0,0.2861539721488953,0.0,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,RT #USER#: Main takeaway: There won’t be any impeachment hearings. #URL#,0,0.26143142580986023,0.0,0,0,0,1
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Since mid-April, Fox News paid contributor Ken Starr has appeared on the network 32 times.  He's been asked about his pe…",0,0.08635100722312927,0.0,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,"My week on Twitter 🎉: 1 Mention, 1 New Follower, 1 Reply. See yours with #URL# #URL#",0,0.015187487937510012,0.4019,1,0,0,2
r3fup9twcc1b22vl23ry2npckwl437xo,This is why I don't want people over 70 running for president #URL#,0,0.3787320852279663,-0.0572,0,0,0,1
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: After last night’s appalling rally, it would be a genuine act of patriotism for Republican elected officials today to deno…",0,0.15320439636707306,-0.3612,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: I’ve been wondering why the video of the VP and senators at the border is so disconcerting. Is it that they enter, gaze at…",0,0.2157387137413025,0.0,0,0,0,0
r3fup9twcc1b22vl23ry2npckwl437xo,"RT #USER#: Wow. The complete lack of sympathy, respect, and general awareness is astonishing. Also, I would carry my kid through fire…",0,0.08284462988376617,0.7964,0,0,0,0
