user,twitters,truth,fake_score,emotion_score,emoji
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Francesco Molinari Masters Odds: Golfer Was Major Longshot to Win #URL# #URL#,1,0.4909687638282776,0.6204,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Target Now Sells Vibrators Because It Truly Is The Happiest Place On Earth #URL# #URL#,1,0.5767664909362793,0.7964,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,"6 Hunky Stars Playing Sports Shirtless — Val Chmerkovskiy, Justin Bieber &amp; More #URL# #URL#",1,0.3811262845993042,0.2023,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Isaac Hempstead Wright Height &amp; Age: How Tall &amp; Old Is the ‘GoT’ Actor? #URL# #URL#,1,0.9749622941017152,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Nicole Bus Enlists Rick Ross For Hard-Hitting Remix To Stunning Track ‘You’ #URL# #URL#,1,0.5808854103088379,0.3818,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Lomachenko vs Crolla Live Stream: How to Watch Online for Free #URL# #URL#,1,0.6306565999984741,0.5106,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Ian Poulter: 5 Fast Facts You Need to Know #URL# #URL#,1,0.9491862058639526,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,’90 Day Fiance: Happily Ever After?’ Premiere Date #URL# #URL#,1,0.02058079279959201,0.5574,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Miles Teller Goes Shirtless While Soaking up The Sun With Fiancee In Cabo #URL# #URL#,1,0.036889031529426575,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Luke Walton Fired: Possible Replacements for Lakers Coach #URL#,1,0.5878981351852417,-0.5574,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,"Kari Elizabeth Hodgdon, Patton Kizzire’s Wife: 5 Fast Facts #URL# #URL#",1,0.3102521002292633,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,NeNe &amp; Gregg Leakes Grilled About His Cheating In ‘RHOA’ Reunion Sneak Peek – Watch #URL#,1,0.9036942720413208,-0.5574,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Ciretta Mackenzie: 5 Fast Facts You Need to Know #URL# #URL#,1,0.9017066955566406,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,‘Star Wars: Episode 9’ Trailer: First Look At How The Skywalker Saga Will End — Watch #URL# #URL#,1,0.14442729949951172,-0.5574,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,"Chanel West Coast Spills On Her Secret Boyfriend, Creeps In Her DMS, &amp; If She’d Pose Nude For ‘Playboy’… #URL#",1,0.8927509188652039,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,The Best Fly Tying Vise: Which is Right For You? #URL#,1,0.7944599390029907,0.6369,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Luke Walton Fired: Possible Replacements for Lakers Coach #URL# #URL#,1,0.4521448016166687,-0.5574,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Johnny Depp Slams Amber Heard Lawsuit: Claims He Has New Witnesses Of Violence Against Him #URL# #URL#,1,0.902718186378479,-0.7184,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,How to Watch Childish Gambino &amp; Rihanna’s ‘Guava Island’ #URL# #URL#,1,0.38831469416618347,-0.29600000000000004,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,5 Idle Island – City Builder Tips &amp; Tricks You Need to Know #URL# #URL#,1,0.5336707830429077,-0.128,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Does Brooklyn Have a Chance Against Philadelphia in NBA Playoffs? #URL# #URL#,1,0.136540487408638,0.25,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Lauren London &amp; Sons Attend Nipsey Hussle’s Burial In Forest Lawn Cemetery — See Pic #URL#,1,0.904480516910553,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,WATCH: Tiger Woods Ran Into by Security Guard at Masters #URL# #URL#,1,0.6778807044029236,0.34,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,11 Best Huawei P30 Pro Cases: The Ultimate List #URL# #URL#,1,0.026976458728313446,0.6369,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Trump reportedly told CBP chief he would pardon him for breaking the law #URL# #URL#,1,0.9217175841331482,0.3182,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,"Kari Elizabeth Hodgdon, Patton Kizzire’s Wife: 5 Fast Facts #URL# #URL#",1,0.3102521002292633,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Iain Glen Height &amp; Age: How Tall &amp; How Old Is the ‘GoT’ Actor? #URL#,1,0.16185450553894046,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Isaac Hempstead Wright Height &amp; Age: How Tall &amp; Old Is the ‘GoT’ Actor? #URL# #URL#,1,0.9749622941017152,0.0,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,"Tristan Borlase Accused of Murder in Parents, Tanya &amp; Jeff Borlase #URL# #URL#",1,0.6066189408302307,-0.7845,0
r9yxwyetyg7rqjwqcxx39lk5zrj0xlb7,Gary Stewart Dead: Apple Music &amp; Rhino Records Executive Dies at 62 #URL# #URL#,1,0.9131514430046082,-0.6486,0
