user,twitters,truth,fake_score,emotion_score,emoji
62fech76sxdk37s0cta06gzzsqg71xvg,10 Things You Didn’t Know About Vladimir Putin  Listed here are 10 unknown details about one of the… #URL#,1,0.9302389025688172,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,McLaren and OnePlus kick off exclusive partnership with McLaren OnePlus 6T The McLaren OnePlus 6T has simply been m… #URL#,1,0.797407865524292,0.128,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Hacking microcontroller firmware through a USB  In this article, I want to demonstrate extracting the firmware from… #URL#",1,0.2119767814874649,0.0772,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Plurox: Modular backdoor  In February this year, a curious backdoor passed across our virtual desk. The analysis sh… #URL#",1,0.07856519520282745,0.3182,0
62fech76sxdk37s0cta06gzzsqg71xvg,Malicious Cyber Activity Surges Coincide With Geopolitical Events Protect yourself! Visit #URL# t… #URL#,1,0.2176504582166672,0.4389,0
62fech76sxdk37s0cta06gzzsqg71xvg,Nicki Minaj is Already Discussing Marriage &amp; Kids with New Boyfriend  Nicki Minaj Talkin’ Marriage ceremony Bells &amp;… #URL#,1,0.6924522519111633,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Google still has no answers for YouTube’s biggest problem  From Pizzagate to QAnon, YouTube has a critical problem… #URL#",1,0.03933059051632881,-0.7351,0
62fech76sxdk37s0cta06gzzsqg71xvg,The top 10 bars in Bloorcourt and Bloordale   Bars in Bloorcourt and Bloordale make for a merry crawl alongside an… #URL#,1,0.5277032256126404,0.6486,0
62fech76sxdk37s0cta06gzzsqg71xvg,"I know what you did last summer, MuddyWater blending in the crowd  Introduction MuddyWater is an APT with a focus o… #URL#",1,0.017157312482595444,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,Not-so-dear subscribers  Many people have had a run-in with subscriptions to mobile content providers. They appear… #URL#,1,0.030536044389009483,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,"NBA scores, highlights: Raptors blow out Clippers without Kawhi Leonard; Rockets end three-game losing streak   Wel… #URL#",1,0.1983199119567871,-0.3818,0
62fech76sxdk37s0cta06gzzsqg71xvg,"FIN7.5: the infamous cybercrime rig “FIN7” continues its activities  On August 1, 2018, the US Department of Justic… #URL#",1,0.8468551039695741,-0.128,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Game of Threats  Introduction While the way we consume TV content is rapidly changing, the content itself remains i… #URL#",1,0.3072613179683685,-0.4215,0
62fech76sxdk37s0cta06gzzsqg71xvg,Threat Landscape for Industrial Automation Systems in H2 2018  H2 2018 in figures All statistical data used in this… #URL#,1,0.3806285560131073,-0.5267,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Dolphins OL Ted Larsen Says Kenyan Drake Made Great Play, But He Wanted To Score!!   Dolphins Lineman Ted Larsen Ke… #URL#",1,0.6208149194717407,0.5905,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Spam and phishing in 2018  Numbers of the year  The share of spam in mail traffic was 52.48%, which is 4.15 p.p. le… #URL#",1,0.18236160278320312,-0.4215,0
62fech76sxdk37s0cta06gzzsqg71xvg,"New zero-day vulnerability CVE-2019-0859 in win32k.sys  In March 2019, our automatic Exploit Prevention (EP) system… #URL#",1,0.16008587181568146,-0.3182,0
62fech76sxdk37s0cta06gzzsqg71xvg,ATM robber WinPot: a slot machine instead of cutlets  Automation of all kinds is there to help people with their ro… #URL#,1,0.8075975775718689,-0.2263,0
62fech76sxdk37s0cta06gzzsqg71xvg,New FinSpy iOS and Android implants revealed ITW  FinSpy is spyware made by the German company Gamma Group. Through… #URL#,1,0.7886477708816528,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,"APT trends report Q1 2019   For just under two years, the Global Research and Analysis Team (GReAT) at Kaspersky La… #URL#",1,0.2259473949670792,0.6249,0
62fech76sxdk37s0cta06gzzsqg71xvg,Sucks to be a polar bear Sucks to be a polar bear   #URL#,1,0.7924593091011047,-0.6124,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Criminals, ATMs and a cup of coffee  In spring 2019, we discovered a new ATM malware sample written in Java that wa… #URL#",1,0.3627653419971466,-0.5719,0
62fech76sxdk37s0cta06gzzsqg71xvg,How to Attack and Defend a Prosthetic Arm  The IoT world has long since grown beyond the now-ubiquitous smartwatche… #URL#,1,0.391265332698822,-0.4767,0
62fech76sxdk37s0cta06gzzsqg71xvg,Study highlights ‘uncomfortable truth’ about racism in the job market  Racialized employees in Ontario are consider… #URL#,1,0.3643296658992767,-0.6249,0
62fech76sxdk37s0cta06gzzsqg71xvg,Lakers outlast Heat in final LeBron vs. Wade duel; Wade misses game-tying 3-pointer   LeBron James’ squad outlasted… #URL#,1,0.4190382361412048,-0.2263,0
62fech76sxdk37s0cta06gzzsqg71xvg,Remotely controlled EV home chargers – the threats and vulnerabilities  We are now seeing signs of a possible shift… #URL#,1,0.3511711657047272,-0.5267,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Zero-day in Windows Kernel Transaction Manager (CVE-2018-8611)  Executive summary In October 2018, our AEP (Automat… #URL#",1,0.30760979652404785,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,Bots and botnets in 2018  Due to the wide media coverage of incidents involving Mirai and other specialized botnets… #URL#,1,0.31370046734809875,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,"AVIToolbox 2.8  Make frequent video recordsdata operations, resembling video splitting, audio extraction, image cap… #URL#",1,0.10386565327644348,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,The fourth horseman: CVE-2019-0797 vulnerability   The new zero-day in the Windows OS exploited in targeted attacks… #URL#,1,0.20947882533073425,-0.5994,0
62fech76sxdk37s0cta06gzzsqg71xvg,Fill me up – Block Fitting Puz  Fill the grid with the oddly formed puzzle items supplied. Appears straightforward… #URL#,1,0.6702311635017395,-0.4404,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Operation ShadowHammer: a high-profile supply chain attack  In late March 2019, we briefly highlighted our research… #URL#",1,0.17738395929336548,-0.4767,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Magnet Driver Space Rocket magnetic screwdriver hits Kickstarter  Makers, hobbyists and engineers out there for a m… #URL#",1,0.641623318195343,0.0772,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Zero-day in Windows Kernel Transaction Manager (CVE-2018-8611)  Executive summary In October 2018, our AEP (Automat… #URL#",1,0.30760979652404785,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Razy in search of cryptocurrency  Last year, we discovered malware that installs a malicious browser extension on i… #URL#",1,0.09888108819723128,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,Pirate matryoshka  The use of torrent trackers to spread malware is a well-known practice; cybercriminals disguise… #URL#,1,0.2251148521900177,0.0,0
62fech76sxdk37s0cta06gzzsqg71xvg,10 Thrift Store Finds That Made People Rich  These are the 10 luckiest thrift retailer and storage pr… #URL#,1,0.2845833301544189,0.8176,0
62fech76sxdk37s0cta06gzzsqg71xvg,"‘Twas the night before  Recently, the United States Cyber Command (USCYBERCOM Malware Alert #USER#) highl… #URL#",1,0.021877972409129143,0.6124,0
62fech76sxdk37s0cta06gzzsqg71xvg,"Project TajMahal – a sophisticated new APT framework   By AMR on April 10, 2019. 3:10 am  Executive summary ‘TajMah… #URL#",1,0.392438143491745,0.5574,0
